"","loss","accuracy","val_loss","val_accuracy","initial_adjoint","terminal_adjoint","val_initial_adjoint","val_terminal_adjoint","architecture","dataset","permute","pad_length","orientation","dim","epochs","learning_rate","task","time_horizon","output_dim","baseline","identifier","terminal_epoch_flag","total_epochs","log_lr","treatment","hyperparameters","full.treatment","response"
"805735",0.518991231918335,0.814416646957397,0.518991231918335,0.786959111690521,0.458084881305695,0.144630804657936,0.0397843681275845,0.0169126093387604,"lipschitz","fashion_mnist","True",1000,"post",128,50,0.001,"fashion_mnist-post-True",1784,10,0.1,"2088cb5a-df6d-47f5-b211-879a34c7cd0a",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-post-True","0.001-128-50","lipschitz-0.001-128-50-fashion_mnist-post-True",0.943333425222702
"844300",0.542455971240997,0.80608332157135,0.542455971240997,0.806290090084076,1.04685473442078,0.105632871389389,0.0800267979502678,0.0127489035949111,"lipschitz","fashion_mnist","True",1000,"post",128,50,0.001,"fashion_mnist-post-True",1784,10,0.1,"1755bca4-3294-42f0-a626-f976bfe08890",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-post-True","0.001-128-50","lipschitz-0.001-128-50-fashion_mnist-post-True",0.969878757762251
"1027537",0.470271229743958,0.826200008392334,0.470271229743958,0.810797274112701,0.547588109970093,0.10448731482029,0.0494050122797489,0.01210717856884,"lipschitz","fashion_mnist","True",1000,"post",128,50,0.001,"fashion_mnist-post-True",1784,10,0.1,"57ba4317-e0f0-428a-8ad1-826772ec5652",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-post-True","0.001-128-50","lipschitz-0.001-128-50-fashion_mnist-post-True",0.976068030566813
"1032952",0.477603137493134,0.82628333568573,0.477603137493134,0.790264427661896,0.419549196958542,0.13124568760395,0.0473985262215137,0.0159362815320492,"lipschitz","fashion_mnist","True",1000,"post",128,50,0.001,"fashion_mnist-post-True",1784,10,0.1,"90154206-75bd-4e2a-ac2f-7377e57d4594",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-post-True","0.001-128-50","lipschitz-0.001-128-50-fashion_mnist-post-True",0.947872290758741
"1039093",0.473947554826737,0.827433347702026,0.473947554826737,0.80839341878891,0.509995460510254,0.118686832487583,0.0373488813638687,0.016048526391387,"lipschitz","fashion_mnist","True",1000,"post",128,50,0.001,"fashion_mnist-post-True",1784,10,0.1,"a3a62a63-8066-4e51-998d-d0a0d13d9cfc",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-post-True","0.001-128-50","lipschitz-0.001-128-50-fashion_mnist-post-True",0.972767052331366
"799754",2.31052136421204,0.0991000011563301,2.31052136421204,0.0995592921972275,0.0701131895184517,0.346864193677902,0,0.0589392073452473,"lstm","fashion_mnist","True",1000,"post",128,50,0.001,"fashion_mnist-post-True",1784,10,0.1,"b67a0701-a7f9-4fda-bc6d-b82935797a28",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-post-True","0.001-128-50","lstm-0.001-128-50-fashion_mnist-post-True",-0.000605180707318531
"992144",2.30176973342896,0.105483330786228,2.30176973342896,0.106169871985912,0,0.339309692382812,0,0.0612324699759483,"lstm","fashion_mnist","True",1000,"post",128,50,0.001,"fashion_mnist-post-True",1784,10,0.1,"b182b6a2-4200-4dec-b10c-b7d92d8f6005",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-post-True","0.001-128-50","lstm-0.001-128-50-fashion_mnist-post-True",0.00847247874670933
"1000638",2.30869555473328,0.101750001311302,2.30869555473328,0.100060097873211,8.34037754224998e-13,0.133503302931786,1.53345719911165e-13,0.022941941395402,"lstm","fashion_mnist","True",1000,"post",128,50,0.001,"fashion_mnist-post-True",1784,10,0.1,"9828d20d-196d-4d2a-9f8d-cd07a80f0b56",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-post-True","0.001-128-50","lstm-0.001-128-50-fashion_mnist-post-True",8.25265021161734e-05
"1044944",2.0887439250946,0.204333335161209,2.0887439250946,0.202824518084526,0,0.372467428445816,0,0.0634236857295036,"lstm","fashion_mnist","True",1000,"post",128,50,0.001,"fashion_mnist-post-True",1784,10,0.1,"ba1cf905-1543-46a6-9b31-3f845a2525c6",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-post-True","0.001-128-50","lstm-0.001-128-50-fashion_mnist-post-True",0.141198803816504
"1048802",1.85590398311615,0.299266666173935,1.85590398311615,0.344250798225403,22.5948238372803,0.266372740268707,2.28821516036987,0.0453905016183853,"rnn","fashion_mnist","True",1000,"post",256,50,1e-05,"fashion_mnist-post-True",1784,10,0.1,"fca29349-7410-403a-bee3-7877d81801d8",1,50,-11.5129254649702,"1e-05-256-50-fashion_mnist-post-True","1e-05-256-50","rnn-1e-05-256-50-fashion_mnist-post-True",0.335405613205039
"1049055",1.1415479183197,0.562633335590363,1.1415479183197,0.564703524112701,38.8440093994141,0.1913041472435,3.04083228111267,0.0319329760968685,"rnn","fashion_mnist","True",1000,"post",256,50,1e-05,"fashion_mnist-post-True",1784,10,0.1,"4907986f-fe45-4331-8c8c-3a726191fc81",1,50,-11.5129254649702,"1e-05-256-50-fashion_mnist-post-True","1e-05-256-50","rnn-1e-05-256-50-fashion_mnist-post-True",0.638131672837878
"1050554",1.30695760250092,0.511849999427795,1.30695760250092,0.529046475887299,30.08078956604,0.216809555888176,2.29368853569031,0.0367431230843067,"rnn","fashion_mnist","True",1000,"post",256,50,1e-05,"fashion_mnist-post-True",1784,10,0.1,"0a06f0c5-6f3d-4bd3-a7e0-c657ebd446f1",1,50,-11.5129254649702,"1e-05-256-50-fashion_mnist-post-True","1e-05-256-50","rnn-1e-05-256-50-fashion_mnist-post-True",0.589167353326888
"1053300",1.22938477993011,0.518616676330566,1.22938477993011,0.304086536169052,35.158332824707,0.208261132240295,4.272705078125,0.040319487452507,"rnn","fashion_mnist","True",1000,"post",256,50,1e-05,"fashion_mnist-post-True",1784,10,0.1,"ff87133a-75fc-42be-88d7-a3f7b8dc5413",1,50,-11.5129254649702,"1e-05-256-50-fashion_mnist-post-True","1e-05-256-50","rnn-1e-05-256-50-fashion_mnist-post-True",0.280251979964887
"1057355",1.21947586536407,0.513833343982697,1.21947586536407,0.542668282985687,49.8609199523926,0.19824692606926,3.84563779830933,0.0336707904934883,"rnn","fashion_mnist","True",1000,"post",256,50,1e-05,"fashion_mnist-post-True",1784,10,0.1,"c689eb4a-51b1-406d-8f9f-057e1fec53c7",1,50,-11.5129254649702,"1e-05-256-50-fashion_mnist-post-True","1e-05-256-50","rnn-1e-05-256-50-fashion_mnist-post-True",0.607872842094952
"1062496",1.12223434448242,0.599250018596649,1.12223434448242,0.63691908121109,33.1145324707031,0.195560768246651,2.49072504043579,0.0298250615596771,"rnn","fashion_mnist","True",1000,"post",256,50,1e-05,"fashion_mnist-post-True",1784,10,0.1,"a85d81d8-3ffd-49f7-94df-a9b1aca89dca",1,50,-11.5129254649702,"1e-05-256-50-fashion_mnist-post-True","1e-05-256-50","rnn-1e-05-256-50-fashion_mnist-post-True",0.73729819916045
"1064381",1.67834639549255,0.332500010728836,1.67834639549255,0.349058479070663,27.03395652771,0.216156303882599,2.54558110237122,0.0377536006271839,"rnn","fashion_mnist","True",1000,"post",256,50,1e-05,"fashion_mnist-post-True",1784,10,0.1,"4022f15c-1e16-4057-9cc0-efeb1e030ebc",1,50,-11.5129254649702,"1e-05-256-50-fashion_mnist-post-True","1e-05-256-50","rnn-1e-05-256-50-fashion_mnist-post-True",0.342007528751332
"1066657",1.06593489646912,0.56888335943222,1.06593489646912,0.597355782985687,42.6113319396973,0.198539912700653,3.62468695640564,0.0318633429706097,"rnn","fashion_mnist","True",1000,"post",256,50,1e-05,"fashion_mnist-post-True",1784,10,0.1,"1153b1b9-1668-492d-a04c-699b42a06a55",1,50,-11.5129254649702,"1e-05-256-50-fashion_mnist-post-True","1e-05-256-50","rnn-1e-05-256-50-fashion_mnist-post-True",0.68296981047916
"1071068",1.07636487483978,0.574366688728333,1.07636487483978,0.615985572338104,29.2357559204102,0.19446961581707,2.54083204269409,0.0308002438396215,"rnn","fashion_mnist","True",1000,"post",256,50,1e-05,"fashion_mnist-post-True",1784,10,0.1,"5526ee2d-854c-4528-bf4f-e7ece262d0ca",1,50,-11.5129254649702,"1e-05-256-50-fashion_mnist-post-True","1e-05-256-50","rnn-1e-05-256-50-fashion_mnist-post-True",0.70855226903007
"1079178",1.18366730213165,0.524800002574921,1.18366730213165,0.55488783121109,25.9448204040527,0.202037677168846,1.9153745174408,0.0327706076204777,"rnn","fashion_mnist","True",1000,"post",256,50,1e-05,"fashion_mnist-post-True",1784,10,0.1,"9dc59e97-2233-4293-a5c9-2ef2b0fac483",1,50,-11.5129254649702,"1e-05-256-50-fashion_mnist-post-True","1e-05-256-50","rnn-1e-05-256-50-fashion_mnist-post-True",0.624652746584138
"405350",0.48655179142952,0.819549977779388,0.48655179142952,0.803986370563507,1.74691379070282,0.354274183511734,0.165725648403168,0.0412217229604721,"antisymmetric","fashion_mnist","False",1000,"uniform",256,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"41e8eedd-63b1-47b3-bf04-9b95e6cb2110",1,50,-6.90775527898214,"0.001-256-50-fashion_mnist-uniform-False","0.001-256-50","antisymmetric-0.001-256-50-fashion_mnist-uniform-False",0.898499201692021
"410023",0.56384688615799,0.792066693305969,0.56384688615799,0.79316908121109,2.13409543037415,0.415188997983932,0.203362599015236,0.0484110526740551,"antisymmetric","fashion_mnist","False",1000,"uniform",256,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"8c1abe2e-1937-4965-93d7-f82795a40211",1,50,-6.90775527898214,"0.001-256-50-fashion_mnist-uniform-False","0.001-256-50","antisymmetric-0.001-256-50-fashion_mnist-uniform-False",0.884693073826451
"427755",0.556615829467773,0.794066667556763,0.556615829467773,0.781750798225403,1.71955633163452,0.375252455472946,0.172729566693306,0.0467269346117973,"antisymmetric","fashion_mnist","False",1000,"uniform",256,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"0e758886-288b-498b-a9a3-d090b5733aaf",1,50,-6.90775527898214,"0.001-256-50-fashion_mnist-uniform-False","0.001-256-50","antisymmetric-0.001-256-50-fashion_mnist-uniform-False",0.870119896594168
"435111",0.563426733016968,0.791999995708466,0.563426733016968,0.765124201774597,2.0017364025116,0.374585658311844,0.250026047229767,0.0492294952273369,"antisymmetric","fashion_mnist","False",1000,"uniform",256,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"eac27a47-4b15-47f5-b7db-68157834317e",1,50,-6.90775527898214,"0.001-256-50-fashion_mnist-uniform-False","0.001-256-50","antisymmetric-0.001-256-50-fashion_mnist-uniform-False",0.848899338551338
"691316",0.494144588708878,0.81671667098999,0.494144588708878,0.79707533121109,1.71623885631561,0.419581115245819,0.174654185771942,0.051815826445818,"antisymmetric","fashion_mnist","False",1000,"uniform",256,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"ca905582-6c00-446e-8513-9ffccfec4c8a",1,50,-6.90775527898214,"0.001-256-50-fashion_mnist-uniform-False","0.001-256-50","antisymmetric-0.001-256-50-fashion_mnist-uniform-False",0.889678628452743
"701478",0.520243108272552,0.806816637516022,0.520243108272552,0.79667466878891,1.97142899036407,0.290039539337158,0.177585706114769,0.0341678746044636,"antisymmetric","fashion_mnist","False",1000,"uniform",256,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"ed75f1f0-ec11-4ab1-984f-a9ed9e494f04",1,50,-6.90775527898214,"0.001-256-50-fashion_mnist-uniform-False","0.001-256-50","antisymmetric-0.001-256-50-fashion_mnist-uniform-False",0.889167262208268
"702678",0.535153985023499,0.80201667547226,0.535153985023499,0.784254789352417,2.03376388549805,0.284843593835831,0.193644344806671,0.0338765010237694,"antisymmetric","fashion_mnist","False",1000,"uniform",256,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"4ce87548-8fb4-4a47-b91a-f4f3a10a1e08",1,50,-6.90775527898214,"0.001-256-50-fashion_mnist-uniform-False","0.001-256-50","antisymmetric-0.001-256-50-fashion_mnist-uniform-False",0.873315745438323
"703728",0.553364396095276,0.796350002288818,0.553364396095276,0.781850934028625,2.00637698173523,0.409630447626114,0.19920215010643,0.0496818609535694,"antisymmetric","fashion_mnist","False",1000,"uniform",256,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"b8507120-f236-4280-b950-748d0c5720e5",1,50,-6.90775527898214,"0.001-256-50-fashion_mnist-uniform-False","0.001-256-50","antisymmetric-0.001-256-50-fashion_mnist-uniform-False",0.870247700118524
"1043047",0.504179239273071,0.811866641044617,0.504179239273071,0.797876596450806,1.51037967205048,0.420203059911728,0.163249149918556,0.0508622601628304,"antisymmetric","fashion_mnist","False",1000,"uniform",256,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"0d632bcd-9d69-4b09-9a11-33cbe86bf120",1,50,-6.90775527898214,"0.001-256-50-fashion_mnist-uniform-False","0.001-256-50","antisymmetric-0.001-256-50-fashion_mnist-uniform-False",0.890701284868168
"1045594",0.503146588802338,0.812366664409637,0.503146588802338,0.81229966878891,1.81859517097473,0.339829921722412,0.165651217103004,0.0379151180386543,"antisymmetric","fashion_mnist","False",1000,"uniform",256,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"58f81580-40f8-4fe9-beee-9bb90d5b33ce",1,50,-6.90775527898214,"0.001-256-50-fashion_mnist-uniform-False","0.001-256-50","antisymmetric-0.001-256-50-fashion_mnist-uniform-False",0.909109480713436
"87974",0.688360393047333,0.74833333492279,0.688360393047333,0.701822936534882,0.00763324601575732,0.111664891242981,0.00120908790268004,0.0162570346146822,"exponential","fashion_mnist","False",1000,"uniform",256,25,1e-04,"fashion_mnist-uniform-False",1784,10,0.1,"3d8a7152-c219-457e-a0ac-332c115cf372",1,25,-9.21034037197618,"1e-04-256-25-fashion_mnist-uniform-False","1e-04-256-25","exponential-1e-04-256-25-fashion_mnist-uniform-False",0.768107808115241
"91424",0.68383651971817,0.749233305454254,0.68383651971817,0.751802861690521,0.00561877246946096,0.113654598593712,0.00068425404606387,0.0143816871568561,"exponential","fashion_mnist","False",1000,"uniform",256,25,1e-04,"fashion_mnist-uniform-False",1784,10,0.1,"2c484bec-9df0-4de9-9062-69d8c669ece9",1,25,-9.21034037197618,"1e-04-256-25-fashion_mnist-uniform-False","1e-04-256-25","exponential-1e-04-256-25-fashion_mnist-uniform-False",0.831897285768087
"91574",0.67431902885437,0.750683307647705,0.67431902885437,0.73417466878891,0.00620456039905548,0.111354239284992,0.000666604784782976,0.0147967236116529,"exponential","fashion_mnist","False",1000,"uniform",256,25,1e-04,"fashion_mnist-uniform-False",1784,10,0.1,"56567a67-aeeb-440f-90b5-4d45e79ee9c1",1,25,-9.21034037197618,"1e-04-256-25-fashion_mnist-uniform-False","1e-04-256-25","exponential-1e-04-256-25-fashion_mnist-uniform-False",0.809398388187595
"92349",0.686883211135864,0.747650027275085,0.686883211135864,0.727463960647583,0.00896814558655024,0.110270150005817,0.00119908980559558,0.0151432007551193,"exponential","fashion_mnist","False",1000,"uniform",256,25,1e-04,"fashion_mnist-uniform-False",1784,10,0.1,"0fc6aca3-7db9-4af8-a81c-306aee7279b8",1,25,-9.21034037197618,"1e-04-256-25-fashion_mnist-uniform-False","1e-04-256-25","exponential-1e-04-256-25-fashion_mnist-uniform-False",0.800833498070555
"92424",0.638953924179077,0.765533328056335,0.638953924179077,0.752003192901611,0.00666626635938883,0.10698801279068,0.000766974524594843,0.0137201100587845,"exponential","fashion_mnist","False",1000,"uniform",256,25,1e-04,"fashion_mnist-uniform-False",1784,10,0.1,"d4a75e30-82c4-43e6-bb94-cc202587e53a",1,25,-9.21034037197618,"1e-04-256-25-fashion_mnist-uniform-False","1e-04-256-25","exponential-1e-04-256-25-fashion_mnist-uniform-False",0.832152968890325
"92674",0.692308127880096,0.747166693210602,0.692308127880096,0.701322138309479,0.0080620851367712,0.114878319203854,0.00111090578138828,0.0165367070585489,"exponential","fashion_mnist","False",1000,"uniform",256,25,1e-04,"fashion_mnist-uniform-False",1784,10,0.1,"597e8052-7f94-43c8-89d4-0416116a497c",1,25,-9.21034037197618,"1e-04-256-25-fashion_mnist-uniform-False","1e-04-256-25","exponential-1e-04-256-25-fashion_mnist-uniform-False",0.76746863834641
"138500",0.709545731544495,0.74138331413269,0.709545731544495,0.728465557098389,0.00417550886049867,0.117577664554119,0.000486774166347459,0.0155071094632149,"exponential","fashion_mnist","False",1000,"uniform",256,25,1e-04,"fashion_mnist-uniform-False",1784,10,0.1,"1ca16436-6e1a-463f-8d6a-7bc16fb67499",1,25,-9.21034037197618,"1e-04-256-25-fashion_mnist-uniform-False","1e-04-256-25","exponential-1e-04-256-25-fashion_mnist-uniform-False",0.802111837608217
"145825",0.617000639438629,0.771966695785522,0.617000639438629,0.771734774112701,0.00619034841656685,0.105656273663044,0.000757285801228136,0.0129009382799268,"exponential","fashion_mnist","False",1000,"uniform",256,25,1e-04,"fashion_mnist-uniform-False",1784,10,0.1,"806e2929-e3f8-412c-9960-9ae01bb752ee",1,25,-9.21034037197618,"1e-04-256-25-fashion_mnist-uniform-False","1e-04-256-25","exponential-1e-04-256-25-fashion_mnist-uniform-False",0.857336425144023
"250202",0.675151765346527,0.753449976444244,0.675151765346527,0.750701129436493,0.00475978339090943,0.113302230834961,0.000541989866178483,0.0145555241033435,"exponential","fashion_mnist","False",1000,"uniform",256,25,1e-04,"fashion_mnist-uniform-False",1784,10,0.1,"f47c993a-3559-4640-9d62-624de57d6f13",1,25,-9.21034037197618,"1e-04-256-25-fashion_mnist-uniform-False","1e-04-256-25","exponential-1e-04-256-25-fashion_mnist-uniform-False",0.83049114270607
"251029",0.652798771858215,0.76214998960495,0.652798771858215,0.727764427661896,0.00792920310050249,0.112951874732971,0.00122194655705243,0.016291880980134,"exponential","fashion_mnist","False",1000,"uniform",256,25,1e-04,"fashion_mnist-uniform-False",1784,10,0.1,"2670b7d8-2600-41f7-9fe6-7d10b228419f",1,25,-9.21034037197618,"1e-04-256-25-fashion_mnist-uniform-False","1e-04-256-25","exponential-1e-04-256-25-fashion_mnist-uniform-False",0.801216984717148
"416122",0.255217641592026,0.904150009155273,0.255217641592026,0.874198734760284,0.273211777210236,0.368074029684067,0.0223041567951441,0.0376409851014614,"gru","fashion_mnist","False",1000,"uniform",128,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"deaf9d96-a665-422d-bc47-d5a58e87c6e5",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-uniform-False","0.001-128-50","gru-0.001-128-50-fashion_mnist-uniform-False",0.988111381440923
"416822",0.243770599365234,0.90773332118988,0.243770599365234,0.883513629436493,0.0563829652965069,0.301540017127991,0.00471644336357713,0.0311871096491814,"gru","fashion_mnist","False",1000,"uniform",128,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"edfbf000-add5-491c-b024-309f467de70d",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-uniform-False","0.001-128-50","gru-0.001-128-50-fashion_mnist-uniform-False",1
"719725",0.274136811494827,0.897000014781952,0.274136811494827,0.872395813465118,0.125188499689102,0.302128911018372,0.0125855226069689,0.0322377271950245,"gru","fashion_mnist","False",1000,"uniform",128,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"899efd0a-84e8-4ccf-95a5-0af54c217dd7",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-uniform-False","0.001-128-50","gru-0.001-128-50-fashion_mnist-uniform-False",0.98581030941431
"847936",0.242707118391991,0.908483326435089,0.242707118391991,0.880108177661896,0.0755768343806267,0.265088707208633,0.00627238536253572,0.0274868477135897,"gru","fashion_mnist","False",1000,"uniform",128,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"2a3bee4f-74b9-4f80-ab34-4463428067ab",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-uniform-False","0.001-128-50","gru-0.001-128-50-fashion_mnist-uniform-False",0.995653615142539
"848036",0.32463526725769,0.878899991512299,0.32463526725769,0.869491159915924,0.29455441236496,0.349200785160065,0.0219488255679607,0.0344242006540298,"gru","fashion_mnist","False",1000,"uniform",128,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"a799d4d3-1381-4997-8ca3-da971d16665a",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-uniform-False","0.001-128-50","gru-0.001-128-50-fashion_mnist-uniform-False",0.98210309432568
"993094",0.265363454818726,0.899100005626678,0.265363454818726,0.875901460647583,0.169504642486572,0.337740421295166,0.0144857624545693,0.0345797054469585,"gru","fashion_mnist","False",1000,"uniform",128,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"286e07b8-7f58-4b61-b75f-63868cffe118",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-uniform-False","0.001-128-50","gru-0.001-128-50-fashion_mnist-uniform-False",0.990284573869654
"409160",0.371394664049149,0.860199987888336,0.371394664049149,0.831229984760284,0.148751333355904,0.370332837104797,0.0157579109072685,0.0430414602160454,"lipschitz","fashion_mnist","False",1000,"uniform",128,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"3ebfdd47-f8c9-4c15-966d-e2160e4c8b78",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-uniform-False","0.001-128-50","lipschitz-0.001-128-50-fashion_mnist-uniform-False",0.93327028055171
"426396",0.379189848899841,0.858349978923798,0.379189848899841,0.845953524112701,0.149139449000359,0.412613987922668,0.0146327083930373,0.0444654710590839,"lipschitz","fashion_mnist","False",1000,"uniform",128,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"ca99948e-82c9-4a8c-af28-eae952e765b0",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-uniform-False","0.001-128-50","lipschitz-0.001-128-50-fashion_mnist-uniform-False",0.952061963043572
"430837",0.362168610095978,0.864250004291534,0.362168610095978,0.857071340084076,0.141486883163452,0.343725502490997,0.0129855992272496,0.0338584147393703,"lipschitz","fashion_mnist","False",1000,"uniform",128,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"3e7bedc8-0b8b-4bc2-bbbc-77f797edb907",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-uniform-False","0.001-128-50","lipschitz-0.001-128-50-fashion_mnist-uniform-False",0.966251653629262
"436061",0.36621829867363,0.863083362579346,0.36621829867363,0.839543282985687,0.142745807766914,0.379657715559006,0.0175828244537115,0.0427448116242886,"lipschitz","fashion_mnist","False",1000,"uniform",128,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"6a1a27ae-ebb6-4968-a54c-f36183a3450d",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-uniform-False","0.001-128-50","lipschitz-0.001-128-50-fashion_mnist-uniform-False",0.943880559573125
"695810",0.363449603319168,0.864099979400635,0.363449603319168,0.836538434028625,0.143277958035469,0.369845151901245,0.0168899670243263,0.0424295254051685,"lipschitz","fashion_mnist","False",1000,"uniform",128,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"8d74129d-7e13-463a-9975-b622f10c209b",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-uniform-False","0.001-128-50","lipschitz-0.001-128-50-fashion_mnist-uniform-False",0.940045464886613
"847486",0.364661127328873,0.864199995994568,0.364661127328873,0.850961565971375,0.130794942378998,0.363283932209015,0.0110353715717793,0.0401535592973232,"lipschitz","fashion_mnist","False",1000,"uniform",128,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"112603af-b26e-4f20-b2a9-eadfcdd6cff6",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-uniform-False","0.001-128-50","lipschitz-0.001-128-50-fashion_mnist-uniform-False",0.958453736805408
"849586",0.362838506698608,0.864783346652985,0.362838506698608,0.852263629436493,0.146920740604401,0.36361226439476,0.0121008791029453,0.038667269051075,"lipschitz","fashion_mnist","False",1000,"uniform",128,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"900443d2-371d-42ea-9426-d01b19260d03",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-uniform-False","0.001-128-50","lipschitz-0.001-128-50-fashion_mnist-uniform-False",0.960115562989663
"992694",0.368119835853577,0.864133358001709,0.368119835853577,0.852463960647583,0.158051922917366,0.363314479589462,0.0129223773255944,0.0383376181125641,"lipschitz","fashion_mnist","False",1000,"uniform",128,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"ddd7b780-2575-4b47-97db-d8ccc22dd664",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-uniform-False","0.001-128-50","lipschitz-0.001-128-50-fashion_mnist-uniform-False",0.960371246111901
"1034802",0.375712156295776,0.859849989414215,0.375712156295776,0.845753192901611,0.130643934011459,0.35295295715332,0.0133451223373413,0.0377693437039852,"lipschitz","fashion_mnist","False",1000,"uniform",128,50,0.001,"fashion_mnist-uniform-False",1784,10,0.1,"c007242e-6982-487a-b308-c56514728516",1,50,-6.90775527898214,"0.001-128-50-fashion_mnist-uniform-False","0.001-128-50","lipschitz-0.001-128-50-fashion_mnist-uniform-False",0.951806279921334
